details,result
"比賽模式: CLASSIC
使用英雄: Skarner (TOP)
終場表現: - 擊殺數: 1, 死亡數: 5, 助攻數: 3 - 獲得金錢: 7530 - 經驗值: 10460, 等级: 13 - 小兵擊殺數: 149, 野怪擊殺數: 2 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Zoe (MIDDLE)
終場表現: - 擊殺數: 1, 死亡數: 6, 助攻數: 4 - 獲得金錢: 7195 - 經驗值: 9210, 等级: 12 - 小兵擊殺數: 136, 野怪擊殺數: 0 關鍵事件:
- 在 391 秒時，(Zoe (MIDDLE)) 助攻 (Warwick (JUNGLE)) 擊殺了 (Milio (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Sett (TOP)
終場表現: - 擊殺數: 7, 死亡數: 2, 助攻數: 5 - 獲得金錢: 10434 - 經驗值: 12329, 等级: 14 - 小兵擊殺數: 161, 野怪擊殺數: 4 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: Khazix (JUNGLE)
終場表現: - 擊殺數: 9, 死亡數: 3, 助攻數: 8 - 獲得金錢: 11315 - 經驗值: 12179, 等级: 14 - 小兵擊殺數: 14, 野怪擊殺數: 140 關鍵事件:
- 在 251 秒時，(Khazix (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
- 在 340 秒時，(Khazix (JUNGLE)) 被 (Warwick (JUNGLE)) 擊殺
- 在 342 秒時，(Khazix (JUNGLE)) 助攻 (Milio (UTILITY)) 擊殺了 (Zeri (BOTTOM))
- 在 522 秒時，(Khazix (JUNGLE)) 擊殺了 小龍
- 在 539 秒時，(Khazix (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Syndra (MIDDLE)
終場表現: - 擊殺數: 13, 死亡數: 1, 助攻數: 11 - 獲得金錢: 14446 - 經驗值: 14436, 等级: 15 - 小兵擊殺數: 175, 野怪擊殺數: 0 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: Sivir (BOTTOM)
終場表現: - 擊殺數: 3, 死亡數: 4, 助攻數: 14 - 獲得金錢: 10982 - 經驗值: 9440, 等级: 12 - 小兵擊殺數: 185, 野怪擊殺數: 0 關鍵事件:
- 在 230 秒時，(Sivir (BOTTOM)) 擊殺了 (Yuumi (UTILITY))
- 在 251 秒時，(Sivir (BOTTOM)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
- 在 342 秒時，(Sivir (BOTTOM)) 助攻 (Milio (UTILITY)) 擊殺了 (Zeri (BOTTOM))
- 在 515 秒時，(Sivir (BOTTOM)) 被 (Zeri (BOTTOM)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Milio (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 6, 助攻數: 17 - 獲得金錢: 7005 - 經驗值: 8556, 等级: 11 - 小兵擊殺數: 20, 野怪擊殺數: 0 關鍵事件:
- 在 230 秒時，(Milio (UTILITY)) 助攻 (Sivir (BOTTOM)) 擊殺了 (Yuumi (UTILITY))
- 在 251 秒時，(Milio (UTILITY)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
- 在 342 秒時，(Milio (UTILITY)) 擊殺了 (Zeri (BOTTOM))
- 在 391 秒時，(Milio (UTILITY)) 被 (Warwick (JUNGLE)) 擊殺
- 在 516 秒時，(Milio (UTILITY)) 被 (Zeri (BOTTOM)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Singed (TOP)
終場表現: - 擊殺數: 5, 死亡數: 8, 助攻數: 6 - 獲得金錢: 11014 - 經驗值: 13509, 等级: 15 - 小兵擊殺數: 208, 野怪擊殺數: 4 關鍵事件:
- 在 229 秒時，(Singed (TOP)) 被 (Vayne (TOP)) 擊殺
- 在 232 秒時，(Singed (TOP)) 擊殺了 (Vayne (TOP))
- 在 297 秒時，(Singed (TOP)) 被 (Vayne (TOP)) 擊殺
- 在 490 秒時，(Singed (TOP)) 助攻 (Milio (UTILITY)) 擊殺了 (LeeSin (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: RekSai (JUNGLE)
終場表現: - 擊殺數: 3, 死亡數: 10, 助攻數: 7 - 獲得金錢: 8950 - 經驗值: 9544, 等级: 12 - 小兵擊殺數: 11, 野怪擊殺數: 103 關鍵事件:
- 在 182 秒時，(RekSai (JUNGLE)) 擊殺了 (LeeSin (JUNGLE))
- 在 235 秒時，(RekSai (JUNGLE)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 487 秒時，(RekSai (JUNGLE)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 490 秒時，(RekSai (JUNGLE)) 助攻 (Milio (UTILITY)) 擊殺了 (LeeSin (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Hwei (MIDDLE)
終場表現: - 擊殺數: 2, 死亡數: 6, 助攻數: 12 - 獲得金錢: 10941 - 經驗值: 13873, 等级: 15 - 小兵擊殺數: 204, 野怪擊殺數: 4 關鍵事件:
- 在 173 秒時，(Hwei (MIDDLE)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 258 秒時，(Hwei (MIDDLE)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 490 秒時，(Hwei (MIDDLE)) 助攻 (Milio (UTILITY)) 擊殺了 (LeeSin (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Jinx (BOTTOM)
終場表現: - 擊殺數: 6, 死亡數: 5, 助攻數: 8 - 獲得金錢: 10978 - 經驗值: 11227, 等级: 13 - 小兵擊殺數: 191, 野怪擊殺數: 2 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Milio (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 3, 助攻數: 13 - 獲得金錢: 7434 - 經驗值: 9136, 等级: 12 - 小兵擊殺數: 20, 野怪擊殺數: 0 關鍵事件:
- 在 490 秒時，(Milio (UTILITY)) 擊殺了 (LeeSin (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Vayne (TOP)
終場表現: - 擊殺數: 5, 死亡數: 5, 助攻數: 5 - 獲得金錢: 13061 - 經驗值: 14810, 等级: 16 - 小兵擊殺數: 204, 野怪擊殺數: 25 關鍵事件:
- 在 229 秒時，(Vayne (TOP)) 擊殺了 (Singed (TOP))
- 在 232 秒時，(Vayne (TOP)) 被 (Singed (TOP)) 擊殺
- 在 235 秒時，(Vayne (TOP)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (RekSai (JUNGLE))
- 在 297 秒時，(Vayne (TOP)) 擊殺了 (Singed (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: LeeSin (JUNGLE)
終場表現: - 擊殺數: 10, 死亡數: 5, 助攻數: 12 - 獲得金錢: 13445 - 經驗值: 15279, 等级: 16 - 小兵擊殺數: 15, 野怪擊殺數: 177 關鍵事件:
- 在 173 秒時，(LeeSin (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 182 秒時，(LeeSin (JUNGLE)) 被 (RekSai (JUNGLE)) 擊殺
- 在 235 秒時，(LeeSin (JUNGLE)) 擊殺了 (RekSai (JUNGLE))
- 在 258 秒時，(LeeSin (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 487 秒時，(LeeSin (JUNGLE)) 擊殺了 (RekSai (JUNGLE))
- 在 490 秒時，(LeeSin (JUNGLE)) 被 (Milio (UTILITY)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Lissandra (MIDDLE)
終場表現: - 擊殺數: 7, 死亡數: 3, 助攻數: 10 - 獲得金錢: 11575 - 經驗值: 13881, 等级: 15 - 小兵擊殺數: 178, 野怪擊殺數: 0 關鍵事件:
- 在 173 秒時，(Lissandra (MIDDLE)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 258 秒時，(Lissandra (MIDDLE)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 487 秒時，(Lissandra (MIDDLE)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (RekSai (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Ashe (BOTTOM)
終場表現: - 擊殺數: 7, 死亡數: 4, 助攻數: 6 - 獲得金錢: 12575 - 經驗值: 14242, 等级: 15 - 小兵擊殺數: 214, 野怪擊殺數: 4 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: Lulu (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 1, 助攻數: 16 - 獲得金錢: 8808 - 經驗值: 12106, 等级: 14 - 小兵擊殺數: 18, 野怪擊殺數: 0 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: DrMundo (TOP)
終場表現: - 擊殺數: 2, 死亡數: 2, 助攻數: 3 - 獲得金錢: 7721 - 經驗值: 8592, 等级: 12 - 小兵擊殺數: 143, 野怪擊殺數: 0 關鍵事件:
- 在 205 秒時，(DrMundo (TOP)) 被 (Camille (UTILITY)) 擊殺
- 在 209 秒時，(DrMundo (TOP)) 擊殺了 (Camille (UTILITY))
- 在 346 秒時，(DrMundo (TOP)) 助攻 (Viego (JUNGLE)) 擊殺了 (Singed (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Viego (JUNGLE)
終場表現: - 擊殺數: 8, 死亡數: 1, 助攻數: 3 - 獲得金錢: 8422 - 經驗值: 6533, 等级: 10 - 小兵擊殺數: 22, 野怪擊殺數: 90 關鍵事件:
- 在 238 秒時，(Viego (JUNGLE)) 擊殺了 (Draven (BOTTOM))
- 在 246 秒時，(Viego (JUNGLE)) 擊殺了 (Khazix (JUNGLE))
- 在 253 秒時，(Viego (JUNGLE)) 助攻 (Nilah (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 346 秒時，(Viego (JUNGLE)) 擊殺了 (Singed (TOP))
- 在 419 秒時，(Viego (JUNGLE)) 擊殺了 (Sylas (MIDDLE))
- 在 422 秒時，(Viego (JUNGLE)) 助攻 (Lux (MIDDLE)) 擊殺了 (Draven (BOTTOM))
- 在 430 秒時，(Viego (JUNGLE)) 助攻 (Lux (MIDDLE)) 擊殺了 (Camille (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Lux (MIDDLE)
終場表現: - 擊殺數: 9, 死亡數: 1, 助攻數: 6 - 獲得金錢: 7120 - 經驗值: 7533, 等级: 11 - 小兵擊殺數: 92, 野怪擊殺數: 0 關鍵事件:
- 在 162 秒時，(Lux (MIDDLE)) 擊殺了 (Sylas (MIDDLE))
- 在 319 秒時，(Lux (MIDDLE)) 擊殺了 (Sylas (MIDDLE))
- 在 332 秒時，(Lux (MIDDLE)) 被 (Khazix (JUNGLE)) 擊殺
- 在 422 秒時，(Lux (MIDDLE)) 擊殺了 (Draven (BOTTOM))
- 在 430 秒時，(Lux (MIDDLE)) 擊殺了 (Camille (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Nilah (BOTTOM)
終場表現: - 擊殺數: 5, 死亡數: 2, 助攻數: 4 - 獲得金錢: 7434 - 經驗值: 6951, 等级: 10 - 小兵擊殺數: 132, 野怪擊殺數: 0 關鍵事件:
- 在 157 秒時，(Nilah (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 157 秒時，(Nilah (BOTTOM)) 被 (Draven (BOTTOM)) 擊殺
- 在 238 秒時，(Nilah (BOTTOM)) 助攻 (Viego (JUNGLE)) 擊殺了 (Draven (BOTTOM))
- 在 246 秒時，(Nilah (BOTTOM)) 助攻 (Viego (JUNGLE)) 擊殺了 (Khazix (JUNGLE))
- 在 253 秒時，(Nilah (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 414 秒時，(Nilah (BOTTOM)) 被 (Khazix (JUNGLE)) 擊殺
- 在 419 秒時，(Nilah (BOTTOM)) 助攻 (Viego (JUNGLE)) 擊殺了 (Sylas (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Braum (UTILITY)
終場表現: - 擊殺數: 0, 死亡數: 2, 助攻數: 9 - 獲得金錢: 4554 - 經驗值: 5903, 等级: 9 - 小兵擊殺數: 24, 野怪擊殺數: 0 關鍵事件:
- 在 156 秒時，(Braum (UTILITY)) 被 (Camille (UTILITY)) 擊殺
- 在 157 秒時，(Braum (UTILITY)) 助攻 (Nilah (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 238 秒時，(Braum (UTILITY)) 助攻 (Viego (JUNGLE)) 擊殺了 (Draven (BOTTOM))
- 在 246 秒時，(Braum (UTILITY)) 助攻 (Viego (JUNGLE)) 擊殺了 (Khazix (JUNGLE))
- 在 253 秒時，(Braum (UTILITY)) 助攻 (Nilah (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 416 秒時，(Braum (UTILITY)) 被 (Sylas (MIDDLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Singed (TOP)
終場表現: - 擊殺數: 1, 死亡數: 4, 助攻數: 1 - 獲得金錢: 4968 - 經驗值: 6380, 等级: 10 - 小兵擊殺數: 105, 野怪擊殺數: 0 關鍵事件:
- 在 205 秒時，(Singed (TOP)) 助攻 (Camille (UTILITY)) 擊殺了 (DrMundo (TOP))
- 在 346 秒時，(Singed (TOP)) 被 (Viego (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Khazix (JUNGLE)
終場表現: - 擊殺數: 3, 死亡數: 4, 助攻數: 2 - 獲得金錢: 6893 - 經驗值: 5728, 等级: 9 - 小兵擊殺數: 6, 野怪擊殺數: 75 關鍵事件:
- 在 246 秒時，(Khazix (JUNGLE)) 被 (Viego (JUNGLE)) 擊殺
- 在 332 秒時，(Khazix (JUNGLE)) 擊殺了 (Lux (MIDDLE))
- 在 414 秒時，(Khazix (JUNGLE)) 擊殺了 (Nilah (BOTTOM))
- 在 416 秒時，(Khazix (JUNGLE)) 助攻 (Sylas (MIDDLE)) 擊殺了 (Braum (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Camille (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 6, 助攻數: 4 - 獲得金錢: 4448 - 經驗值: 3247, 等级: 7 - 小兵擊殺數: 11, 野怪擊殺數: 4 關鍵事件:
- 在 156 秒時，(Camille (UTILITY)) 擊殺了 (Braum (UTILITY))
- 在 157 秒時，(Camille (UTILITY)) 被 (Nilah (BOTTOM)) 擊殺
- 在 157 秒時，(Camille (UTILITY)) 助攻 (Draven (BOTTOM)) 擊殺了 (Nilah (BOTTOM))
- 在 205 秒時，(Camille (UTILITY)) 擊殺了 (DrMundo (TOP))
- 在 209 秒時，(Camille (UTILITY)) 被 (DrMundo (TOP)) 擊殺
- 在 253 秒時，(Camille (UTILITY)) 被 (Nilah (BOTTOM)) 擊殺
- 在 414 秒時，(Camille (UTILITY)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Nilah (BOTTOM))
- 在 416 秒時，(Camille (UTILITY)) 助攻 (Sylas (MIDDLE)) 擊殺了 (Braum (UTILITY))
- 在 430 秒時，(Camille (UTILITY)) 被 (Lux (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Draven (BOTTOM)
終場表現: - 擊殺數: 1, 死亡數: 4, 助攻數: 2 - 獲得金錢: 4777 - 經驗值: 4987, 等级: 8 - 小兵擊殺數: 85, 野怪擊殺數: 0 關鍵事件:
- 在 156 秒時，(Draven (BOTTOM)) 助攻 (Camille (UTILITY)) 擊殺了 (Braum (UTILITY))
- 在 157 秒時，(Draven (BOTTOM)) 擊殺了 (Nilah (BOTTOM))
- 在 238 秒時，(Draven (BOTTOM)) 被 (Viego (JUNGLE)) 擊殺
- 在 414 秒時，(Draven (BOTTOM)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Nilah (BOTTOM))
- 在 422 秒時，(Draven (BOTTOM)) 被 (Lux (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Sylas (MIDDLE)
終場表現: - 擊殺數: 1, 死亡數: 7, 助攻數: 2 - 獲得金錢: 4763 - 經驗值: 5915, 等级: 9 - 小兵擊殺數: 86, 野怪擊殺數: 0 關鍵事件:
- 在 162 秒時，(Sylas (MIDDLE)) 被 (Lux (MIDDLE)) 擊殺
- 在 319 秒時，(Sylas (MIDDLE)) 被 (Lux (MIDDLE)) 擊殺
- 在 332 秒時，(Sylas (MIDDLE)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Lux (MIDDLE))
- 在 414 秒時，(Sylas (MIDDLE)) 助攻 (Khazix (JUNGLE)) 擊殺了 (Nilah (BOTTOM))
- 在 416 秒時，(Sylas (MIDDLE)) 擊殺了 (Braum (UTILITY))
- 在 419 秒時，(Sylas (MIDDLE)) 被 (Viego (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: TwistedFate (TOP)
終場表現: - 擊殺數: 4, 死亡數: 9, 助攻數: 1 - 獲得金錢: 11248 - 經驗值: 13999, 等级: 15 - 小兵擊殺數: 185, 野怪擊殺數: 16 關鍵事件:
- 在 201 秒時，(TwistedFate (TOP)) 被 (Malphite (TOP)) 擊殺
- 在 386 秒時，(TwistedFate (TOP)) 被 (Malphite (TOP)) 擊殺
- 在 486 秒時，(TwistedFate (TOP)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Malphite (TOP))
- 在 502 秒時，(TwistedFate (TOP)) 助攻 (Katarina (MIDDLE)) 擊殺了 (Graves (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: LeeSin (JUNGLE)
終場表現: - 擊殺數: 7, 死亡數: 4, 助攻數: 5 - 獲得金錢: 10721 - 經驗值: 12807, 等级: 14 - 小兵擊殺數: 11, 野怪擊殺數: 133 關鍵事件:
- 在 181 秒時，(LeeSin (JUNGLE)) 擊殺了 (Karma (UTILITY))
- 在 341 秒時，(LeeSin (JUNGLE)) 助攻 (Katarina (MIDDLE)) 擊殺了 (Graves (JUNGLE))
- 在 448 秒時，(LeeSin (JUNGLE)) 擊殺了 小龍
- 在 486 秒時，(LeeSin (JUNGLE)) 擊殺了 (Malphite (TOP))
- 在 502 秒時，(LeeSin (JUNGLE)) 助攻 (Katarina (MIDDLE)) 擊殺了 (Graves (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Katarina (MIDDLE)
終場表現: - 擊殺數: 8, 死亡數: 10, 助攻數: 2 - 獲得金錢: 12229 - 經驗值: 13858, 等级: 15 - 小兵擊殺數: 182, 野怪擊殺數: 0 關鍵事件:
- 在 204 秒時，(Katarina (MIDDLE)) 被 (Vladimir (MIDDLE)) 擊殺
- 在 341 秒時，(Katarina (MIDDLE)) 擊殺了 (Graves (JUNGLE))
- 在 439 秒時，(Katarina (MIDDLE)) 擊殺了 (Vladimir (MIDDLE))
- 在 440 秒時，(Katarina (MIDDLE)) 被 (Vladimir (MIDDLE)) 擊殺
- 在 502 秒時，(Katarina (MIDDLE)) 擊殺了 (Graves (JUNGLE))
- 在 538 秒時，(Katarina (MIDDLE)) 被 (Vladimir (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Jinx (BOTTOM)
終場表現: - 擊殺數: 8, 死亡數: 5, 助攻數: 8 - 獲得金錢: 12651 - 經驗值: 12065, 等级: 14 - 小兵擊殺數: 194, 野怪擊殺數: 20 關鍵事件:
- 在 181 秒時，(Jinx (BOTTOM)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Karma (UTILITY))
- 在 401 秒時，(Jinx (BOTTOM)) 擊殺了 (Karma (UTILITY))
- 在 532 秒時，(Jinx (BOTTOM)) 助攻 (Xerath (UTILITY)) 擊殺了 (Corki (BOTTOM))
- 在 538 秒時，(Jinx (BOTTOM)) 助攻 (Xerath (UTILITY)) 擊殺了 (Karma (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Xerath (UTILITY)
終場表現: - 擊殺數: 5, 死亡數: 5, 助攻數: 12 - 獲得金錢: 9639 - 經驗值: 10232, 等级: 13 - 小兵擊殺數: 50, 野怪擊殺數: 0 關鍵事件:
- 在 181 秒時，(Xerath (UTILITY)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Karma (UTILITY))
- 在 401 秒時，(Xerath (UTILITY)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Karma (UTILITY))
- 在 532 秒時，(Xerath (UTILITY)) 擊殺了 (Corki (BOTTOM))
- 在 538 秒時，(Xerath (UTILITY)) 擊殺了 (Karma (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Malphite (TOP)
終場表現: - 擊殺數: 8, 死亡數: 5, 助攻數: 6 - 獲得金錢: 11029 - 經驗值: 17485, 等级: 17 - 小兵擊殺數: 181, 野怪擊殺數: 0 關鍵事件:
- 在 201 秒時，(Malphite (TOP)) 擊殺了 (TwistedFate (TOP))
- 在 386 秒時，(Malphite (TOP)) 擊殺了 (TwistedFate (TOP))
- 在 486 秒時，(Malphite (TOP)) 被 (LeeSin (JUNGLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 6, 死亡數: 8, 助攻數: 4 - 獲得金錢: 11803 - 經驗值: 13961, 等级: 15 - 小兵擊殺數: 35, 野怪擊殺數: 125 關鍵事件:
- 在 201 秒時，(Graves (JUNGLE)) 助攻 (Malphite (TOP)) 擊殺了 (TwistedFate (TOP))
- 在 341 秒時，(Graves (JUNGLE)) 被 (Katarina (MIDDLE)) 擊殺
- 在 439 秒時，(Graves (JUNGLE)) 助攻 (Katarina (MIDDLE)) 擊殺了 (Vladimir (MIDDLE))
- 在 440 秒時，(Graves (JUNGLE)) 助攻 (Vladimir (MIDDLE)) 擊殺了 (Katarina (MIDDLE))
- 在 502 秒時，(Graves (JUNGLE)) 被 (Katarina (MIDDLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Vladimir (MIDDLE)
終場表現: - 擊殺數: 13, 死亡數: 2, 助攻數: 3 - 獲得金錢: 16321 - 經驗值: 18332, 等级: 17 - 小兵擊殺數: 222, 野怪擊殺數: 13 關鍵事件:
- 在 204 秒時，(Vladimir (MIDDLE)) 擊殺了 (Katarina (MIDDLE))
- 在 439 秒時，(Vladimir (MIDDLE)) 被 (Katarina (MIDDLE)) 擊殺
- 在 440 秒時，(Vladimir (MIDDLE)) 擊殺了 (Katarina (MIDDLE))
- 在 538 秒時，(Vladimir (MIDDLE)) 擊殺了 (Katarina (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Corki (BOTTOM)
終場表現: - 擊殺數: 6, 死亡數: 10, 助攻數: 3 - 獲得金錢: 12277 - 經驗值: 12420, 等级: 14 - 小兵擊殺數: 193, 野怪擊殺數: 0 關鍵事件:
- 在 532 秒時，(Corki (BOTTOM)) 被 (Xerath (UTILITY)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Karma (UTILITY)
終場表現: - 擊殺數: 0, 死亡數: 8, 助攻數: 11 - 獲得金錢: 8080 - 經驗值: 11142, 等级: 13 - 小兵擊殺數: 41, 野怪擊殺數: 0 關鍵事件:
- 在 181 秒時，(Karma (UTILITY)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 401 秒時，(Karma (UTILITY)) 被 (Jinx (BOTTOM)) 擊殺
- 在 538 秒時，(Karma (UTILITY)) 被 (Xerath (UTILITY)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Mordekaiser (TOP)
終場表現: - 擊殺數: 8, 死亡數: 5, 助攻數: 9 - 獲得金錢: 13910 - 經驗值: 16282, 等级: 16 - 小兵擊殺數: 186, 野怪擊殺數: 0 關鍵事件:
- 在 45 秒時，(Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 198 秒時，(Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 415 秒時，(Mordekaiser (TOP)) 被 (Singed (TOP)) 擊殺
- 在 514 秒時，(Mordekaiser (TOP)) 擊殺了 (Singed (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: MasterYi (JUNGLE)
終場表現: - 擊殺數: 20, 死亡數: 7, 助攻數: 11 - 獲得金錢: 15937 - 經驗值: 14316, 等级: 15 - 小兵擊殺數: 19, 野怪擊殺數: 120 關鍵事件:
- 在 45 秒時，(MasterYi (JUNGLE)) 助攻 (Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 194 秒時，(MasterYi (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 198 秒時，(MasterYi (JUNGLE)) 被 (Singed (TOP)) 擊殺
- 在 198 秒時，(MasterYi (JUNGLE)) 助攻 (Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 381 秒時，(MasterYi (JUNGLE)) 助攻 (Samira (BOTTOM)) 擊殺了 (Jinx (BOTTOM))
- 在 384 秒時，(MasterYi (JUNGLE)) 被 (Lulu (UTILITY)) 擊殺
- 在 385 秒時，(MasterYi (JUNGLE)) 助攻 (Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 429 秒時，(MasterYi (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 519 秒時，(MasterYi (JUNGLE)) 擊殺了 (Graves (JUNGLE))
- 在 531 秒時，(MasterYi (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Ahri (MIDDLE)
終場表現: - 擊殺數: 7, 死亡數: 7, 助攻數: 17 - 獲得金錢: 12154 - 經驗值: 14626, 等级: 15 - 小兵擊殺數: 148, 野怪擊殺數: 0 關鍵事件:
- 在 45 秒時，(Ahri (MIDDLE)) 助攻 (Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 191 秒時，(Ahri (MIDDLE)) 被 (Singed (TOP)) 擊殺
- 在 198 秒時，(Ahri (MIDDLE)) 助攻 (Mordekaiser (TOP)) 擊殺了 (Graves (JUNGLE))
- 在 355 秒時，(Ahri (MIDDLE)) 擊殺了 (Hwei (MIDDLE))
- 在 368 秒時，(Ahri (MIDDLE)) 被 (Graves (JUNGLE)) 擊殺
- 在 428 秒時，(Ahri (MIDDLE)) 被 (Hwei (MIDDLE)) 擊殺
- 在 429 秒時，(Ahri (MIDDLE)) 助攻 (MasterYi (JUNGLE)) 擊殺了 (Hwei (MIDDLE))
- 在 519 秒時，(Ahri (MIDDLE)) 助攻 (MasterYi (JUNGLE)) 擊殺了 (Graves (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Samira (BOTTOM)
終場表現: - 擊殺數: 14, 死亡數: 5, 助攻數: 7 - 獲得金錢: 16656 - 經驗值: 14457, 等级: 15 - 小兵擊殺數: 184, 野怪擊殺數: 45 關鍵事件:
- 在 218 秒時，(Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 222 秒時，(Samira (BOTTOM)) 擊殺了 (Jinx (BOTTOM))
- 在 381 秒時，(Samira (BOTTOM)) 擊殺了 (Jinx (BOTTOM))
- 在 385 秒時，(Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
",Win
